Model,Scenario,Region,Variable,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
REMIND 3.0,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Solar,GW,1.7955,7.671,23.7768,62.0108,131.9747,249.6441,434.863,706.529,1070.1375,1518.2267,,2608.6844,,3838.9262,,5830.8225,,8224.5994
REMIND 3.0,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Oil,GW,4.1572,2.9957,1.872,0.6576,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,,0.0001,,0.0001,,0.0001
REMIND 3.0,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Hydro,GW,22.6066,33.452,49.6589,69.3733,91.37,114.0479,135.966,156.2845,174.808,191.903,,220.4797,,241.3679,,256.6555,,267.6553
REMIND 3.0,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Gas,GW,7.0659,9.1632,16.6316,36.6806,69.941,105.272,130.3003,141.3165,139.2761,127.276,,80.1913,,25.6607,,2.5019,,0.0001
REMIND 3.0,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Geothermal,GW,0.5499,1.3722,2.3048,2.8703,3.0218,3.0182,3.0218,3.0218,2.9817,3.0218,,3.0218,,3.0218,,3.0218,,3.0218
REMIND 3.0,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Liquids|Oil,GW,106.0132,132.3527,157.2654,202.7693,256.3766,314.8824,391.5171,491.1187,634.9292,801.7375,,1019.5599,,1180.5203,,1321.4794,,1394.39
REMIND 3.0,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Coal,GW,41.1184,39.7764,33.853,29.3516,24.5351,19.3437,7.1123,0.3041,0.0615,0.0288,,0.0008,,0.0006,,0.0006,,0.0004
REMIND 3.0,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Other,GW,0,0.3421,0.6837,1.5034,5.7582,15.1317,31.6935,57.8382,94.268,140.1712,,258.5405,,398.3011,,563.6172,,740.2963
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Liquids|Biomass,GW,0,0,0.0003,0.0914,0.6105,1.4702,2.2788,2.8345,2.9681,2.8318,,2.1429,,3.2365,,6.515,,10.8302
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Wind,GW,1.9827,4.1464,13.4998,37.947,61.8483,78.154,104.7492,155.4467,243.1256,374.6536,,847.0302,,1324.5595,,1614.8796,,1747.9842
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Nuclear,GW,0.92,2.874,4.3924,4.9321,5.0656,5.0299,4.9223,4.7397,4.4525,4.0262,,2.5922,,0.5901,,0.0314,,0
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Biomass,GW,0.0011,0.0011,0.1259,0.368,0.4847,0.4816,0.4736,0.457,0.4267,0.3767,,0.1865,,0.0003,,0.0003,,0.0003
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Liquids|Coal,GW,0,0.0001,0.0002,0.0002,0.0088,0.1139,0.4763,1.2982,2.8231,5.1891,,14.48,,36.208,,79.2612,,136.7262
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Solar,GW,1.3689,10.0581,42.2365,126.0116,256.2254,418.0819,596.8125,780.5983,980.5563,1206.4662,,1794.4501,,2619.2596,,3304.7169,,3816.7058
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Oil,GW,84.0887,62.5074,40.3301,14.6991,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,,0.0001,,0.0001,,0.0001
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Hydro,GW,20.8458,24.6621,24.8746,24.5469,24.134,23.7159,23.2908,22.856,22.409,21.9466,,20.962,,19.8715,,18.9648,,17.889
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Gas,GW,266.216,291.8374,339.782,417.7125,509.7599,587.2276,639.3289,658.342,643.4944,598.2451,,411.4941,,189.7266,,27.8434,,0.0001
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Geothermal,GW,0.0118,0.0117,0.0113,0.0118,0.0118,0.0118,0.0111,0.0118,0.0118,0.0118,,0.0118,,0.0115,,0.0118,,0.0118
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Liquids|Oil,GW,486.9229,561.0855,612.9279,600.6268,552.3047,470.5969,338.8826,236.0744,169.4541,105.8654,,12.4343,,1.5064,,3.8255,,6.9861
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Coal,GW,9.1749,8.3223,0.0233,0.0207,0.0178,0.0144,0.0104,0.0062,0.0027,0.0007,,0.0006,,0.0007,,0.0006,,0.0003
REMIND 3.0,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Other,GW,0,0.3567,2.0467,8.0207,19.2238,30.1053,40.7491,54.4617,71.7561,94.2981,,166.576,,270.5629,,355.5141,,405.0659
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Liquids|Biomass,GW,13.2982,14.009,14.0809,12.6788,17.7578,44.814,75.3909,89.1545,97.6791,104.0725,,123.3526,,167.9035,,239.9889,,324.7465
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Wind,GW,15.0449,32.8225,60.0998,108.6958,182.8263,268.223,357.9022,451.7373,550.0542,637.7118,,749.3152,,766.1158,,765.2334,,783.9608
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Nuclear,GW,5.13,5.3056,5.3114,5.0626,4.6237,4.0391,3.4355,2.8464,2.2804,1.7496,,0.7747,,0.2053,,0.0136,,0
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Biomass,GW,12.6819,15.2771,16.3696,18.012,18.275,16.6765,14.3228,11.4391,8.2478,5.0452,,1.7781,,0.0003,,0.0003,,0.0002
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Liquids|Coal,GW,0.1115,0.0026,0.0026,0.0025,0.0023,0.002,0.0014,0.0044,0.0099,0.0119,,0.0114,,0.0119,,0.0089,,0.0087
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Solar,GW,2.1115,21.1469,84.8705,229.6113,412.6485,582.7035,714.1781,813.1776,903.0006,973.9054,,1083.882,,1241.2446,,1287.2707,,1293.7765
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Oil,GW,61.8501,44.7894,28.1344,9.9438,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,,0.0001,,0.0001,,0.0001
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Hydro,GW,196.4783,213.5567,232.2808,253.4546,274.562,292.3086,305.5254,314.8196,321.1947,325.6525,,329.8503,,330.2929,,331.0467,,318.8108
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Gas,GW,67.1289,32.0289,30.0483,31.7885,31.8826,28.9009,27.0717,27.0947,26.611,24.5732,,16.1031,,7.5692,,0.131,,0.0001
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Geothermal,GW,2.0454,2.4862,3.8114,5.8175,6.9016,6.9016,6.9016,6.9016,6.9016,6.9016,,6.9016,,6.9016,,6.3216,,6.9016
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Liquids|Oil,GW,421.9826,421.1152,445.6372,486.1848,503.1138,492.4212,477.1932,465.782,451.3754,421.5915,,362.4234,,323.1476,,252.2755,,136.7195
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Coal,GW,14.9517,16.0974,2.9329,2.9497,2.9197,2.7475,2.4639,2.0275,1.3924,0.6127,,0.0703,,0.0007,,0.0006,,0.0002
REMIND 3.0,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Other,GW,0,1.4494,3.5002,8.4019,23.6197,41.8517,57.2593,69.9117,81.3666,90.2255,,102.3041,,114.1753,,118.665,,121.7776
REMIND 3.0,GP_Glasgow,World,Capacity|Liquids|Biomass,GW,42.0573,85.5282,146.4322,189.8445,265.3758,431.1934,629.4605,798.5379,942.6467,1049.6663,,1195.2498,,1273.5096,,1369.0555,,1445.9192
REMIND 3.0,GP_Glasgow,World,Capacity|Electricity|Wind,GW,399.1809,731.6616,1295.7694,2237.8689,3801.6699,5664.8081,7186.9695,8460.9444,9566.2301,10526.7296,,12536.3187,,14547.5258,,16657.8267,,18528.2397
REMIND 3.0,GP_Glasgow,World,Capacity|Electricity|Nuclear,GW,427.7117,447.9518,454.24,462.792,478.3482,486.417,478.7644,459.192,432.3402,403.5521,,342.1746,,246.1399,,144.6553,,61.8261
REMIND 3.0,GP_Glasgow,World,Capacity|Electricity|Biomass,GW,83.0931,104.5756,124.5123,141.3844,148.1635,149.2072,137.3477,117.542,97.1484,75.7033,,37.2343,,11.2211,,0.371,,0.0036
REMIND 3.0,GP_Glasgow,World,Capacity|Liquids|Coal,GW,1.2397,1.3346,1.6761,2.4821,0.1626,0.0553,0.0473,0.0414,0.0447,0.052,,0.065,,0.0691,,0.0637,,0.5534
REMIND 3.0,GP_Glasgow,World,Capacity|Electricity|Solar,GW,211.4062,715.3185,2303.6108,5057.9358,8544.4635,11928.5454,14161.2726,15587.9258,16740.7632,17678.1485,,20439.4324,,25616.3246,,30461.7987,,34826.1505
REMIND 3.0,GP_Glasgow,World,Capacity|Electricity|Oil,GW,368.791,265.3532,165.5513,58.0407,0.0012,0.0012,0.0012,0.0012,0.0013,0.0012,,0.0012,,0.0012,,0.0012,,0.0059
REMIND 3.0,GP_Glasgow,World,Capacity|Electricity|Hydro,GW,1172.6322,1396.0001,1539.155,1648.1566,1732.4257,1794.5307,1833.4939,1854.0772,1862.0491,1862.5444,,1847.3176,,1824.1356,,1820.3756,,1799.6186
REMIND 3.0,GP_Glasgow,World,Capacity|Electricity|Gas,GW,1387.905,1178.5289,1236.7796,1360.5677,1171.3747,948.6024,652.9144,512.0281,376.8004,272.5639,,121.2683,,20.1358,,0.0049,,0.0013
REMIND 3.0,GP_Glasgow,World,Capacity|Electricity|Geothermal,GW,18.6837,32.0295,45.7873,53.0897,54.49,54.1292,54.123,52.8554,50.1943,48.9771,,46.4644,,44.4218,,42.2141,,43.0967
REMIND 3.0,GP_Glasgow,World,Capacity|Liquids|Oil,GW,4637.1444,5030.2811,5227.4494,5256.2725,4808.1209,3966.8058,3215.2622,2891.8416,2616.1552,2465.0795,,2342.2356,,2388.2284,,2419.5761,,2409.4653
REMIND 3.0,GP_Glasgow,World,Capacity|Electricity|Coal,GW,1752.184,1853.1049,1355.9925,1176.2674,504.0414,89.043,36.4591,0.7996,0.4079,0.1214,,0.0119,,0.0078,,0.0075,,0.0036
REMIND 3.0,GP_Glasgow,World,Capacity|Electricity|Other,GW,0,24.1985,90.9297,262.8855,655.9327,1097.3678,1392.2455,1566.5052,1688.9208,1784.7739,,2066.6662,,2563.4266,,3027.6925,,3407.0613
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Liquids|Biomass,GW,14.7468,29.4865,57.0945,75.2705,101.9097,163.8973,235.2776,281.4437,301.4411,305.6178,,289.5606,,232.056,,199.4554,,197.7798
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Wind,GW,68.9444,123.6312,291.822,569.7658,832.1134,980.0051,1034.6491,1041.0551,1006.0624,1005.6899,,1216.3794,,1394.009,,1551.7144,,1581.6103
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Nuclear,GW,116.8207,109.5142,98.8929,86.0674,71.5176,55.2015,39.4942,25.5258,13.996,5.7724,,1.049,,0.2749,,0.0042,,0
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Biomass,GW,15.9714,15.9527,15.2151,13.9373,13.1658,12.4317,9.6273,6.5105,5.0338,4.5753,,3.61,,1.7575,,0.0003,,0.0002
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Liquids|Coal,GW,0.0057,0.0058,0.0057,0.0055,0.0038,0.0032,0.0023,0.001,0.0002,0.0002,,0.0061,,0.0119,,0.0112,,0.0118
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Solar,GW,22.2699,80.1021,380.9065,955.9782,1455.8622,1738.274,1857.8759,1860.4161,1802.7364,1685.0656,,1861.4509,,2425.7538,,2773.464,,2805.6861
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Oil,GW,39.6656,26.9355,15.7376,5.069,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,,0.0001,,0.0001,,0.0001
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Hydro,GW,96.9125,102.9447,110.2547,116.421,120.1134,121.4696,121.1075,119.79,118.1129,116.421,,112.5335,,108.3166,,104.8343,,101.191
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Gas,GW,419.7978,361.254,342.1273,283.4451,68.5855,39.1887,1.1611,0.0401,0.0032,0.0009,,0.0004,,0.0005,,0.0004,,0.0001
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Geothermal,GW,5.4919,10.0248,12.5721,12.5721,12.5721,12.4978,12.5721,12.5721,12.1669,12.5721,,12.5338,,12.5721,,12.5721,,12.1096
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Liquids|Oil,GW,837.9987,789.2139,747.0865,653.9072,513.0682,269.0673,146.7344,68.0005,33.2404,16.7367,,3.1087,,0.0005,,0.0005,,0.0005
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Coal,GW,275.0756,221.7663,52.3205,0.1066,0.0663,0.0435,0.0227,0.0068,0.0006,0.0006,,0.0006,,0.0007,,0.0006,,0.0002
REMIND 3.0,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Other,GW,0,4.1558,18.1665,57.5835,131.8795,194.4154,215.0227,209.5762,193.875,177.8179,,202.061,,262.1741,,307.2067,,319.5749
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Liquids|Biomass,GW,12.3089,39.9496,62.2491,64.186,77.8615,109.7516,125.5595,123.7945,122.0536,114.8936,,120.398,,141.6587,,176.9794,,178.1147
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Wind,GW,135.1169,209.0328,312.0436,436.0824,641.0137,934.6963,1231.747,1507.9514,1698.8317,1790.3835,,1782.2493,,1739.7674,,1706.8737,,1536.8105
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Nuclear,GW,145.5167,135.6079,121.4307,105.059,86.8783,66.5485,46.9983,29.6475,15.3816,5.2979,,0.0009,,0,,0,,0
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Biomass,GW,25.7972,28.7473,32.5884,33.986,35.6625,37.27,32.8563,26.7947,21.9453,18.0255,,10.3682,,3.7854,,0.0005,,0.0005
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Liquids|Coal,GW,0.0049,0.0048,0.0047,0.0043,0.0015,0.0011,0.0005,0.0002,0.0002,0.0002,,0.0002,,0.0002,,0.0002,,0.0008
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Solar,GW,92.436,159.8648,360.5799,652.1181,1007.1258,1397.718,1665.4357,1820.7496,1880.345,1824.9166,,1695.0534,,1795.9291,,1787.2525,,1651.7424
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Oil,GW,43.127,29.5015,17.3888,5.669,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,,0.0001,,0.0001,,0.0051
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Hydro,GW,149.5925,158.2061,161.0216,160.7308,158.493,154.7606,149.8053,144.1126,138.1709,132.1859,,120.4011,,112.0285,,112.0285,,119.2824
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Gas,GW,183.2888,62.4389,59.9259,55.3664,10.3672,0.0248,0.0163,0.0107,0.0061,0.0022,,0.0004,,0.0005,,0.0004,,0.0001
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Geothermal,GW,1.715,3.3223,4.4394,4.4394,4.4394,4.4394,4.4394,4.4394,4.2237,4.4394,,4.3969,,4.4394,,4.2354,,4.4394
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Liquids|Oil,GW,682.0624,690.9434,646.3859,560.399,257.8407,97.3479,0.0106,0.0077,0.0056,0.0039,,0.0003,,0.0001,,0.0001,,0.0001
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Coal,GW,150.8859,125.7021,37.0576,0.09,0.0171,0.0114,0.0061,0.0021,0.0006,0.0006,,0.0006,,0.0007,,0.0006,,0.0004
REMIND 3.0,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Other,GW,0,7.7689,27.8364,65.0197,129.401,186.6058,221.2338,238.8858,241.3947,232.9761,,215.432,,229.9186,,237.3165,,223.5172
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Liquids|Biomass,GW,0,0,0.0002,0.3087,2.5151,8.8188,17.5067,23.4381,25.813,26.8981,,27.8355,,27.9701,,31.2137,,34.61
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Electricity|Wind,GW,2.6676,4.4163,14.7392,42.1696,95.2267,152.0182,185.3085,198.3358,197.5647,187.7767,,183.4093,,188.7818,,171.5157,,159.0632
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Electricity|Nuclear,GW,41.5943,38.762,34.8272,30.4612,25.6673,20.1738,14.7226,9.7825,5.6853,2.7683,,1.1109,,0.8085,,0.323,,0.0333
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Electricity|Biomass,GW,6.2161,11.2733,18.2843,21.8696,22.0296,22.6603,22.1492,20.1144,17.2186,13.3763,,4.8439,,1.552,,0.0664,,0.0003
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Liquids|Coal,GW,0,0,0.0001,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,,0.0047,,0.0093,,0.0088,,0.481
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Electricity|Solar,GW,27.1842,63.65,115.0503,164.1228,195.5034,212.0405,207.9985,187.3317,165.1651,146.6731,,148.2969,,185.6143,,197.7032,,186.9961
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Electricity|Oil,GW,49.4534,33.166,19.0848,6.0156,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,,0.0001,,0.0001,,0.0001
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Electricity|Hydro,GW,45.0315,53.8499,58.0277,59.4817,59.2487,58.0667,56.3959,54.561,52.6948,50.8116,,46.9772,,43.2367,,40.4087,,39.9326
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Electricity|Gas,GW,74.1195,44.1624,34.0424,29.6208,18.925,0.0207,0.01,0.004,0.0015,0.0011,,0.0004,,0.0004,,0.0004,,0.0001
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Electricity|Geothermal,GW,0.802,1.2757,1.7041,1.7534,1.7534,1.7534,1.7534,1.7534,1.6566,1.7534,,1.7534,,1.7534,,1.7534,,1.7534
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Liquids|Oil,GW,192.8547,188.8824,182.409,161.4218,121.8278,74.1258,41.2883,32.9285,28.9,27.17,,25.0492,,24.8814,,22.6503,,19.1413
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Electricity|Coal,GW,42.8187,41.9517,35.4869,30.6253,1.2974,0.016,0.0127,0.0093,0.006,0.003,,0.0008,,0.0006,,0.0006,,0.0003
REMIND 3.0,GP_Glasgow,Pacific OECD,Capacity|Electricity|Other,GW,0,0.9402,3.3541,10.0738,17.4825,19.9161,19.6726,18.0297,15.7319,13.5736,,11.9541,,14.1673,,14.2855,,13.9083
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Liquids|Biomass,GW,0,0,0.0002,0.0832,0.8514,3.9194,11.3104,23.865,41.1793,60.5349,,90.3685,,103.1682,,93.2523,,70.3215
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Wind,GW,0.6194,2.9241,8.5347,19.9461,65.9245,178.1219,304.1853,390.1367,447.1992,489.4438,,524.6342,,550.168,,537.3705,,504.4838
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Nuclear,GW,39.54,41.1245,40.7779,38.25,34.6688,30.2841,25.6557,21.0762,16.7449,12.8469,,6.3403,,1.9511,,0.4914,,0.0634
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Biomass,GW,1.4827,3.2657,6.5327,11.8299,15.0791,15.2204,15.1325,14.4377,13.1389,11.2197,,5.4927,,0.628,,0.0957,,0.0003
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Liquids|Coal,GW,0.5308,0.8527,1.3339,2.0458,0.0107,0.0105,0.0107,0.0124,0.0133,0.0118,,0.0105,,0.0119,,0.0088,,0.0084
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Solar,GW,1.1193,10.4622,37.1535,91.8918,225.8932,441.002,627.5294,736.9077,807.6395,868.5622,,893.5724,,935.171,,990.2238,,994.0676
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Oil,GW,1.1502,0.806,0.4884,0.1652,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,0.0001,,0.0001,,0.0001,,0.0001
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Hydro,GW,80.3419,79.8845,79.0592,78.1812,77.7355,77.9057,78.1972,78.2676,78.0906,77.7732,,76.7751,,75.8703,,76.6362,,75.8703
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Gas,GW,109.3949,111.4727,129.4627,168.1016,165.7877,81.8464,8.7505,2.1428,0.0548,0.0327,,0.0031,,0.0005,,0.0004,,0.0001
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Geothermal,GW,0.074,0.0809,0.1801,0.2925,0.2984,0.296,0.2984,0.2984,0.2984,0.2793,,0.2984,,0.2984,,0.2843,,0.2984
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Liquids|Oil,GW,233.7377,239.1875,252.8021,281.0393,283.1563,223.6137,106.2768,73.8267,50.5864,27.6141,,5.888,,0.0005,,0.0004,,0.0003
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Coal,GW,97.4168,77.8446,71.9363,65.8571,24.6653,0.0366,0.0286,0.0192,0.009,0.0008,,0.0006,,0.0006,,0.0009,,0.0006
REMIND 3.0,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Other,GW,0,0,0.3879,2.286,9.5574,30.2505,56.2819,70.1751,75.1365,78.5033,,77.3417,,81.4565,,88.1868,,86.5936
REMIND 3.0,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Liquids|Biomass,GW,1.1926,1.1175,2.749,11.4134,24.0077,44.3614,87.3867,154.1154,232.3698,294.3608,,343.0645,,356.0578,,358.4238,,370.8265
REMIND 3.0,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Wind,GW,125.1662,268.7046,397.8886,570.8701,1014.6054,1571.7395,1818.9479,1865.6716,1842.9638,1755.8946,,1515.8443,,1479.4393,,1379.3865,,1397.6925
REMIND 3.0,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Nuclear,GW,31.78,62.7842,86.3712,109.0001,132.5684,154.7976,169.8442,176.8148,176.7606,170.9213,,141.2319,,91.1471,,49.4493,,18.6686
REMIND 3.0,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Biomass,GW,9.549,15.212,15.0944,14.8194,15.2147,16.2647,15.9136,13.778,10.7766,7.0202,,3.468,,1.8372,,0.0764,,0.0001
